code,full_text
70F45,"Class: Mechanics of particles and systems Subclass: Dynamics of a system of particles, including celestial mechanics Subsubclass: The dynamics of infinite particle systems"
70F99,"Class: Mechanics of particles and systems Subclass: Dynamics of a system of particles, including celestial mechanics Subsubclass: None of the above, but in this section"
70Gxx,"Class: Mechanics of particles and systems Subclass: General models, approaches, and methods in mechanics of particles and systems"
70G10,"Class: Mechanics of particles and systems Subclass: General models, approaches, and methods in mechanics of particles and systems Subsubclass: Generalized coordinates; event, impulse-energy, configuration, state, or phase space for problems in mechanics"
70G40,"Class: Mechanics of particles and systems Subclass: General models, approaches, and methods in mechanics of particles and systems Subsubclass: Topological and differential topological methods for problems in mechanics"
70G45,"Class: Mechanics of particles and systems Subclass: General models, approaches, and methods in mechanics of particles and systems Subsubclass: Differential geometric methods (tensors, connections, symplectic, Poisson, contact, Riemannian, nonholonomic, etc.) for problems in mechanics"
70G55,"Class: Mechanics of particles and systems Subclass: General models, approaches, and methods in mechanics of particles and systems Subsubclass: Algebraic geometry methods for problems in mechanics"
70G60,"Class: Mechanics of particles and systems Subclass: General models, approaches, and methods in mechanics of particles and systems Subsubclass: Dynamical systems methods for problems in mechanics"
70G65,"Class: Mechanics of particles and systems Subclass: General models, approaches, and methods in mechanics of particles and systems Subsubclass: Symmetries, Lie group and Lie algebra methods for problems in mechanics"
70G70,"Class: Mechanics of particles and systems Subclass: General models, approaches, and methods in mechanics of particles and systems Subsubclass: Functional analytic methods for problems in mechanics"
70G75,"Class: Mechanics of particles and systems Subclass: General models, approaches, and methods in mechanics of particles and systems Subsubclass: Variational methods for problems in mechanics"
70G99,"Class: Mechanics of particles and systems Subclass: General models, approaches, and methods in mechanics of particles and systems Subsubclass: None of the above, but in this section"
70Hxx,Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics
70H03,Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Lagrange’s equations
70H05,Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Hamilton’s equations
70H06,Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Completely integrable systems and methods of integration for problems in Hamiltonian and Lagrangian mechanics
70H07,Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Nonintegrable systems for problems in Hamiltonian and Lagrangian mechanics
70H08,"Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Nearly integrable Hamiltonian systems, KAM theory"
70H09,Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Perturbation theories for problems in Hamiltonian and Lagrangian mechanics
70H11,Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Adiabatic invariants for problems in Hamiltonian and Lagrangian mechanics
70H12,Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Periodic and almost periodic solutions for problems in Hamiltonian and Lagrangian mechanics
70H14,Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Stability problems for problems in Hamiltonian and Lagrangian mechanics
70H15,Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Canonical and symplectic transformations for problems in Hamiltonian and Lagrangian mechanics
70H20,Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Hamilton-Jacobi equations in mechanics
70H25,Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Hamilton’s principle
70H30,Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Other variational principles in mechanics
70H33,"Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Symmetries and conservation laws, reverse symmetries, invariant manifolds and their bifurcations, reduction for problems in Hamiltonian and Lagrangian mechanics"
70H40,Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Relativistic dynamics for problems in Hamiltonian and Lagrangian mechanics
70H45,"Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Constrained dynamics, Dirac’s theory of constraints"
70H50,Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: Higher-order theories for problems in Hamiltonian and Lagrangian mechanics
70H99,"Class: Mechanics of particles and systems Subclass: Hamiltonian and Lagrangian mechanics Subsubclass: None of the above, but in this section"
70Jxx,Class: Mechanics of particles and systems Subclass: Linear vibration theory
70J10,Class: Mechanics of particles and systems Subclass: Linear vibration theory Subsubclass: Modal analysis in linear vibration theory
70J25,Class: Mechanics of particles and systems Subclass: Linear vibration theory Subsubclass: Stability for problems in linear vibration theory
70J30,Class: Mechanics of particles and systems Subclass: Linear vibration theory Subsubclass: Free motions in linear vibration theory
70J35,Class: Mechanics of particles and systems Subclass: Linear vibration theory Subsubclass: Forced motions in linear vibration theory
70J40,Class: Mechanics of particles and systems Subclass: Linear vibration theory Subsubclass: Parametric resonances in linear vibration theory
70J50,Class: Mechanics of particles and systems Subclass: Linear vibration theory Subsubclass: Systems arising from the discretization of structural vibration problems
70J99,"Class: Mechanics of particles and systems Subclass: Linear vibration theory Subsubclass: None of the above, but in this section"
70Kxx,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics
70K05,"Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: Phase plane analysis, limit cycles for nonlinear problems in mechanics"
70K20,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: Stability for nonlinear problems in mechanics
70K25,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: Free motions for nonlinear problems in mechanics
70K28,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: Parametric resonances for nonlinear problems in mechanics
70K30,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: Nonlinear resonances for nonlinear problems in mechanics
70K40,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: Forced motions for nonlinear problems in mechanics
70K42,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: Equilibria and periodic trajectories for nonlinear problems in mechanics
70K43,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: Quasi-periodic motions and invariant tori for nonlinear problems in mechanics
70K44,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: Homoclinic and heteroclinic trajectories for nonlinear problems in mechanics
70K45,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: Normal forms for nonlinear problems in mechanics
70K50,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: Bifurcations and instability for nonlinear problems in mechanics
70K55,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: Transition to stochasticity (chaotic behavior) for nonlinear problems in mechanics
70K60,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: General perturbation schemes for nonlinear problems in mechanics
70K65,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: Averaging of perturbations for nonlinear problems in mechanics
70K70,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: Systems with slow and fast motions for nonlinear problems in mechanics
70K75,Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: Nonlinear modes
70K99,"Class: Mechanics of particles and systems Subclass: Nonlinear dynamics in mechanics Subsubclass: None of the above, but in this section"
70Lxx,Class: Mechanics of particles and systems Subclass: Random and stochastic aspects of the mechanics of particles and systems
70L05,Class: Mechanics of particles and systems Subclass: Random and stochastic aspects of the mechanics of particles and systems Subsubclass: Random vibrations in mechanics of particles and systems
70L10,Class: Mechanics of particles and systems Subclass: Random and stochastic aspects of the mechanics of particles and systems Subsubclass: Stochastic geometric mechanics
70L99,"Class: Mechanics of particles and systems Subclass: Random and stochastic aspects of the mechanics of particles and systems Subsubclass: None of the above, but in this section"
70Mxx,Class: Mechanics of particles and systems Subclass: Orbital mechanics
70M20,Class: Mechanics of particles and systems Subclass: Orbital mechanics Subsubclass: Orbital mechanics
70M99,"Class: Mechanics of particles and systems Subclass: Orbital mechanics Subsubclass: None of the above, but in this section"
70Pxx,"Class: Mechanics of particles and systems Subclass: Variable mass, rockets"
70P05,"Class: Mechanics of particles and systems Subclass: Variable mass, rockets Subsubclass: Variable mass, rockets"
70P99,"Class: Mechanics of particles and systems Subclass: Variable mass, rockets Subsubclass: None of the above, but in this section"
70Qxx,Class: Mechanics of particles and systems Subclass: Control of mechanical systems
70Q05,Class: Mechanics of particles and systems Subclass: Control of mechanical systems Subsubclass: Control of mechanical systems
70Q99,"Class: Mechanics of particles and systems Subclass: Control of mechanical systems Subsubclass: None of the above, but in this section"
70Sxx,Class: Mechanics of particles and systems Subclass: Classical field theories
70S05,Class: Mechanics of particles and systems Subclass: Classical field theories Subsubclass: Lagrangian formalism and Hamiltonian formalism in mechanics of particles and systems
70S10,Class: Mechanics of particles and systems Subclass: Classical field theories Subsubclass: Symmetries and conservation laws in mechanics of particles and systems
70S15,Class: Mechanics of particles and systems Subclass: Classical field theories Subsubclass: Yang-Mills and other gauge theories in mechanics of particles and systems
70S20,Class: Mechanics of particles and systems Subclass: Classical field theories Subsubclass: More general nonquantum field theories in mechanics of particles and systems
70S99,"Class: Mechanics of particles and systems Subclass: Classical field theories Subsubclass: None of the above, but in this section"
74-XX,Class: Mechanics of deformable solids
74-00,"Class: Mechanics of deformable solids Subclass: General reference works (handbooks, dictionaries, bibliographies, etc.) pertaining to mechanics of deformable solids"
74-01,"Class: Mechanics of deformable solids Subclass: Introductory exposition (textbooks, tutorial papers, etc.) pertaining to mechanics of deformable solids"
74-02,"Class: Mechanics of deformable solids Subclass: Research exposition (monographs, survey articles) pertaining to mechanics of deformable solids"
74-03,Class: Mechanics of deformable solids Subclass: History of mechanics of deformable solids
74-04,"Class: Mechanics of deformable solids Subclass: Software, source code, etc. for problems pertaining to mechanics of deformable solids"
74-05,Class: Mechanics of deformable solids Subclass: Experimental work for problems pertaining to mechanics of deformable solids
74-06,"Class: Mechanics of deformable solids Subclass: Proceedings, conferences, collections, etc. pertaining to mechanics of deformable solids"
74-10,Class: Mechanics of deformable solids Subclass: Mathematical modeling or simulation for problems pertaining to mechanics of deformable solids
74-11,Class: Mechanics of deformable solids Subclass: Research data for problems pertaining to mechanics of deformable solids
74Axx,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids"
74A05,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids Subsubclass: Kinematics of deformation"
74A10,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids Subsubclass: Stress"
74A15,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids Subsubclass: Thermodynamics in solid mechanics"
74A20,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids Subsubclass: Theory of constitutive functions in solid mechanics"
74A25,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids Subsubclass: Molecular, statistical, and kinetic theories in solid mechanics"
74A30,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids Subsubclass: Nonsimple materials"
74A35,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids Subsubclass: Polar materials"
74A40,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids Subsubclass: Random materials and composite materials"
74A45,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids Subsubclass: Theories of fracture and damage"
74A50,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids Subsubclass: Structured surfaces and interfaces, coexistent phases"
74A55,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids Subsubclass: Theories of friction (tribology)"
74A60,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids Subsubclass: Micromechanical theories"
74A65,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids Subsubclass: Reactive materials"
74A70,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids Subsubclass: Peridynamics"
74A99,"Class: Mechanics of deformable solids Subclass: Generalities, axiomatics, foundations of continuum mechanics of solids Subsubclass: None of the above, but in this section"
74Bxx,Class: Mechanics of deformable solids Subclass: Elastic materials
74B05,Class: Mechanics of deformable solids Subclass: Elastic materials Subsubclass: Classical linear elasticity
74B10,Class: Mechanics of deformable solids Subclass: Elastic materials Subsubclass: Linear elasticity with initial stresses
74B15,Class: Mechanics of deformable solids Subclass: Elastic materials Subsubclass: Equations linearized about a deformed state (small deformations superposed on large)
74B20,Class: Mechanics of deformable solids Subclass: Elastic materials Subsubclass: Nonlinear elasticity
74B99,"Class: Mechanics of deformable solids Subclass: Elastic materials Subsubclass: None of the above, but in this section"
74Cxx,"Class: Mechanics of deformable solids Subclass: Plastic materials, materials of stress-rate and internal-variable type"
74C05,"Class: Mechanics of deformable solids Subclass: Plastic materials, materials of stress-rate and internal-variable type Subsubclass: Small-strain, rate-independent theories of plasticity (including rigid-plastic and elasto-plastic materials)"
74C10,"Class: Mechanics of deformable solids Subclass: Plastic materials, materials of stress-rate and internal-variable type Subsubclass: Small-strain, rate-dependent theories of plasticity (including theories of viscoplasticity)"
74C15,"Class: Mechanics of deformable solids Subclass: Plastic materials, materials of stress-rate and internal-variable type Subsubclass: Large-strain, rate-independent theories of plasticity (including nonlinear plasticity)"
74C20,"Class: Mechanics of deformable solids Subclass: Plastic materials, materials of stress-rate and internal-variable type Subsubclass: Large-strain, rate-dependent theories of plasticity"
74C99,"Class: Mechanics of deformable solids Subclass: Plastic materials, materials of stress-rate and internal-variable type Subsubclass: None of the above, but in this section"
74Dxx,"Class: Mechanics of deformable solids Subclass: Materials of strain-rate type and history type, other materials with memory (including elastic materials with viscous damping, various viscoelastic materials)"
74D05,"Class: Mechanics of deformable solids Subclass: Materials of strain-rate type and history type, other materials with memory (including elastic materials with viscous damping, various viscoelastic materials) Subsubclass: Linear constitutive equations for materials with memory"
74D10,"Class: Mechanics of deformable solids Subclass: Materials of strain-rate type and history type, other materials with memory (including elastic materials with viscous damping, various viscoelastic materials) Subsubclass: Nonlinear constitutive equations for materials with memory"
74D99,"Class: Mechanics of deformable solids Subclass: Materials of strain-rate type and history type, other materials with memory (including elastic materials with viscous damping, various viscoelastic materials) Subsubclass: None of the above, but in this section"
74Exx,Class: Mechanics of deformable solids Subclass: Material properties given special treatment
74E05,Class: Mechanics of deformable solids Subclass: Material properties given special treatment Subsubclass: Inhomogeneity in solid mechanics
74E10,Class: Mechanics of deformable solids Subclass: Material properties given special treatment Subsubclass: Anisotropy in solid mechanics
74E15,Class: Mechanics of deformable solids Subclass: Material properties given special treatment Subsubclass: Crystalline structure
74E20,Class: Mechanics of deformable solids Subclass: Material properties given special treatment Subsubclass: Granularity
74E25,Class: Mechanics of deformable solids Subclass: Material properties given special treatment Subsubclass: Texture in solid mechanics
74E30,Class: Mechanics of deformable solids Subclass: Material properties given special treatment Subsubclass: Composite and mixture properties
74E35,Class: Mechanics of deformable solids Subclass: Material properties given special treatment Subsubclass: Random structure in solid mechanics
74E40,Class: Mechanics of deformable solids Subclass: Material properties given special treatment Subsubclass: Chemical structure in solid mechanics
74E99,"Class: Mechanics of deformable solids Subclass: Material properties given special treatment Subsubclass: None of the above, but in this section"
74Fxx,Class: Mechanics of deformable solids Subclass: Coupling of solid mechanics with other effects
74F05,Class: Mechanics of deformable solids Subclass: Coupling of solid mechanics with other effects Subsubclass: Thermal effects in solid mechanics
74F10,"Class: Mechanics of deformable solids Subclass: Coupling of solid mechanics with other effects Subsubclass: Fluid-solid interactions (including aero and hydro elasticity, porosity, etc.)"
74F15,Class: Mechanics of deformable solids Subclass: Coupling of solid mechanics with other effects Subsubclass: Electromagnetic effects in solid mechanics
74F20,Class: Mechanics of deformable solids Subclass: Coupling of solid mechanics with other effects Subsubclass: Mixture effects in solid mechanics
74F25,Class: Mechanics of deformable solids Subclass: Coupling of solid mechanics with other effects Subsubclass: Chemical and reactive effects in solid mechanics
74F99,"Class: Mechanics of deformable solids Subclass: Coupling of solid mechanics with other effects Subsubclass: None of the above, but in this section"
74Gxx,Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics
74G05,Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics Subsubclass: Explicit solutions of equilibrium problems in solid mechanics
74G10,"Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics Subsubclass: Analytic approximation of solutions (perturbation methods, asymptotic methods, series, etc.) of equilibrium problems in solid mechanics"
74G15,Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics Subsubclass: Numerical approximation of solutions of equilibrium problems in solid mechanics
74G22,Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics Subsubclass: Existence of solutions of equilibrium problems in solid mechanics
74G30,Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics Subsubclass: Uniqueness of solutions of equilibrium problems in solid mechanics
74G35,Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics Subsubclass: Multiplicity of solutions of equilibrium problems in solid mechanics
74G40,Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics Subsubclass: Regularity of solutions of equilibrium problems in solid mechanics
74G45,Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics Subsubclass: Bounds for solutions of equilibrium problems in solid mechanics
74G50,Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics Subsubclass: Saint-Venant's principle
74G55,Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics Subsubclass: Qualitative behavior of solutions of equilibrium problems in solid mechanics
74G60,Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics Subsubclass: Bifurcation and buckling
74G65,Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics Subsubclass: Energy minimization in equilibrium problems in solid mechanics
74G70,"Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics Subsubclass: Stress concentrations, singularities in solid mechanics"
74G75,Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics Subsubclass: Inverse problems in equilibrium solid mechanics
74G99,"Class: Mechanics of deformable solids Subclass: Equilibrium (steady-state) problems in solid mechanics Subsubclass: None of the above, but in this section"
74Hxx,Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics
74H05,Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: Explicit solutions of dynamical problems in solid mechanics
74H10,"Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: Analytic approximation of solutions (perturbation methods, asymptotic methods, series, etc.) of dynamical problems in solid mechanics"
74H15,Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: Numerical approximation of solutions of dynamical problems in solid mechanics
74H20,Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: Existence of solutions of dynamical problems in solid mechanics
74H25,Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: Uniqueness of solutions of dynamical problems in solid mechanics
74H30,Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: Regularity of solutions of dynamical problems in solid mechanics
74H35,"Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: Singularities, blow-up, stress concentrations for dynamical problems in solid mechanics"
74H40,Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: Long-time behavior of solutions for dynamical problems in solid mechanics
74H45,Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: Vibrations in dynamical problems in solid mechanics
74H50,Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: Random vibrations in dynamical problems in solid mechanics
74H55,Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: Stability of dynamical problems in solid mechanics
74H60,Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: Dynamical bifurcation of solutions to dynamical problems in solid mechanics
74H65,Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: Chaotic behavior of solutions to dynamical problems in solid mechanics
74H75,Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: Inverse problems in dynamical solid mechanics
74H80,Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: Energy minimization in dynamical problems in solid mechanics
74H99,"Class: Mechanics of deformable solids Subclass: Dynamical problems in solid mechanics Subsubclass: None of the above, but in this section"
74Jxx,Class: Mechanics of deformable solids Subclass: Waves in solid mechanics
74J05,Class: Mechanics of deformable solids Subclass: Waves in solid mechanics Subsubclass: Linear waves in solid mechanics
74J10,Class: Mechanics of deformable solids Subclass: Waves in solid mechanics Subsubclass: Bulk waves in solid mechanics
74J15,Class: Mechanics of deformable solids Subclass: Waves in solid mechanics Subsubclass: Surface waves in solid mechanics
74J20,Class: Mechanics of deformable solids Subclass: Waves in solid mechanics Subsubclass: Wave scattering in solid mechanics
74J25,Class: Mechanics of deformable solids Subclass: Waves in solid mechanics Subsubclass: Inverse problems for waves in solid mechanics
74J30,Class: Mechanics of deformable solids Subclass: Waves in solid mechanics Subsubclass: Nonlinear waves in solid mechanics
74J35,Class: Mechanics of deformable solids Subclass: Waves in solid mechanics Subsubclass: Solitary waves in solid mechanics
74J40,Class: Mechanics of deformable solids Subclass: Waves in solid mechanics Subsubclass: Shocks and related discontinuities in solid mechanics
74J99,"Class: Mechanics of deformable solids Subclass: Waves in solid mechanics Subsubclass: None of the above, but in this section"
74Kxx,"Class: Mechanics of deformable solids Subclass: Thin bodies, structures"
74K05,"Class: Mechanics of deformable solids Subclass: Thin bodies, structures Subsubclass: Strings"
74K10,"Class: Mechanics of deformable solids Subclass: Thin bodies, structures Subsubclass: Rods (beams, columns, shafts, arches, rings, etc.)"
74K15,"Class: Mechanics of deformable solids Subclass: Thin bodies, structures Subsubclass: Membranes"
74K20,"Class: Mechanics of deformable solids Subclass: Thin bodies, structures Subsubclass: Plates"
74K25,"Class: Mechanics of deformable solids Subclass: Thin bodies, structures Subsubclass: Shells"
74K30,"Class: Mechanics of deformable solids Subclass: Thin bodies, structures Subsubclass: Junctions"
74K35,"Class: Mechanics of deformable solids Subclass: Thin bodies, structures Subsubclass: Thin films"
74K99,"Class: Mechanics of deformable solids Subclass: Thin bodies, structures Subsubclass: None of the above, but in this section"
74Lxx,Class: Mechanics of deformable solids Subclass: Special subfields of solid mechanics
74L05,Class: Mechanics of deformable solids Subclass: Special subfields of solid mechanics Subsubclass: Geophysical solid mechanics
74L10,Class: Mechanics of deformable solids Subclass: Special subfields of solid mechanics Subsubclass: Soil and rock mechanics
74L15,Class: Mechanics of deformable solids Subclass: Special subfields of solid mechanics Subsubclass: Biomechanical solid mechanics
74L99,"Class: Mechanics of deformable solids Subclass: Special subfields of solid mechanics Subsubclass: None of the above, but in this section"
74Mxx,Class: Mechanics of deformable solids Subclass: Special kinds of problems in solid mechanics
74M05,"Class: Mechanics of deformable solids Subclass: Special kinds of problems in solid mechanics Subsubclass: Control, switches and devices (“smart materials”) in solid mechanics"
74M10,Class: Mechanics of deformable solids Subclass: Special kinds of problems in solid mechanics Subsubclass: Friction in solid mechanics
74M15,Class: Mechanics of deformable solids Subclass: Special kinds of problems in solid mechanics Subsubclass: Contact in solid mechanics
74M20,Class: Mechanics of deformable solids Subclass: Special kinds of problems in solid mechanics Subsubclass: Impact in solid mechanics
74M25,Class: Mechanics of deformable solids Subclass: Special kinds of problems in solid mechanics Subsubclass: Micromechanics of solids
74M99,"Class: Mechanics of deformable solids Subclass: Special kinds of problems in solid mechanics Subsubclass: None of the above, but in this section"
74Nxx,Class: Mechanics of deformable solids Subclass: Phase transformations in solids
74N05,Class: Mechanics of deformable solids Subclass: Phase transformations in solids Subsubclass: Crystals in solids
74N10,Class: Mechanics of deformable solids Subclass: Phase transformations in solids Subsubclass: Displacive transformations in solids
74N15,Class: Mechanics of deformable solids Subclass: Phase transformations in solids Subsubclass: Analysis of microstructure in solids
74N20,Class: Mechanics of deformable solids Subclass: Phase transformations in solids Subsubclass: Dynamics of phase boundaries in solids
74N25,Class: Mechanics of deformable solids Subclass: Phase transformations in solids Subsubclass: Transformations involving diffusion in solids
74N30,Class: Mechanics of deformable solids Subclass: Phase transformations in solids Subsubclass: Problems involving hysteresis in solids
74N99,"Class: Mechanics of deformable solids Subclass: Phase transformations in solids Subsubclass: None of the above, but in this section"
74Pxx,Class: Mechanics of deformable solids Subclass: Optimization problems in solid mechanics
74P05,Class: Mechanics of deformable solids Subclass: Optimization problems in solid mechanics Subsubclass: Compliance or weight optimization in solid mechanics
74P10,Class: Mechanics of deformable solids Subclass: Optimization problems in solid mechanics Subsubclass: Optimization of other properties in solid mechanics
74P15,Class: Mechanics of deformable solids Subclass: Optimization problems in solid mechanics Subsubclass: Topological methods for optimization problems in solid mechanics
74P20,Class: Mechanics of deformable solids Subclass: Optimization problems in solid mechanics Subsubclass: Geometrical methods for optimization problems in solid mechanics
74P99,"Class: Mechanics of deformable solids Subclass: Optimization problems in solid mechanics Subsubclass: None of the above, but in this section"
74Qxx,"Class: Mechanics of deformable solids Subclass: Homogenization, determination of effective properties in solid mechanics"
74Q05,"Class: Mechanics of deformable solids Subclass: Homogenization, determination of effective properties in solid mechanics Subsubclass: Homogenization in equilibrium problems of solid mechanics"
74Q10,"Class: Mechanics of deformable solids Subclass: Homogenization, determination of effective properties in solid mechanics Subsubclass: Homogenization and oscillations in dynamical problems of solid mechanics"
74Q15,"Class: Mechanics of deformable solids Subclass: Homogenization, determination of effective properties in solid mechanics Subsubclass: Effective constitutive equations in solid mechanics"
74Q20,"Class: Mechanics of deformable solids Subclass: Homogenization, determination of effective properties in solid mechanics Subsubclass: Bounds on effective properties in solid mechanics"
74Q99,"Class: Mechanics of deformable solids Subclass: Homogenization, determination of effective properties in solid mechanics Subsubclass: None of the above, but in this section"
74Rxx,Class: Mechanics of deformable solids Subclass: Fracture and damage
74R05,Class: Mechanics of deformable solids Subclass: Fracture and damage Subsubclass: Brittle damage
74R10,Class: Mechanics of deformable solids Subclass: Fracture and damage Subsubclass: Brittle fracture
74R15,Class: Mechanics of deformable solids Subclass: Fracture and damage Subsubclass: High-velocity fracture
74R20,Class: Mechanics of deformable solids Subclass: Fracture and damage Subsubclass: Anelastic fracture and damage
74R99,"Class: Mechanics of deformable solids Subclass: Fracture and damage Subsubclass: None of the above, but in this section"
74Sxx,Class: Mechanics of deformable solids Subclass: Numerical and other methods in solid mechanics
74S05,Class: Mechanics of deformable solids Subclass: Numerical and other methods in solid mechanics Subsubclass: Finite element methods applied to problems in solid mechanics
74S10,Class: Mechanics of deformable solids Subclass: Numerical and other methods in solid mechanics Subsubclass: Finite volume methods applied to problems in solid mechanics
74S15,Class: Mechanics of deformable solids Subclass: Numerical and other methods in solid mechanics Subsubclass: Boundary element methods applied to problems in solid mechanics
