code,full_text
16S30,Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: Universal enveloping algebras of Lie algebras
16S32,Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: Rings of differential operators (associative algebraic aspects)
16S34,"Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: Group rings , Laurent polynomial rings (associative algebraic aspects)"
16S35,"Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: Twisted and skew group rings, crossed products"
16S36,Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: Ordinary and skew polynomial rings and semigroup rings
16S37,Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: Quadratic and Koszul algebras
16S38,Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: Rings arising from noncommutative algebraic geometry
16S40,Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: Smash products of general Hopf actions
16S50,Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: Endomorphism rings; matrix rings
16S60,"Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: Associative rings of functions, subdirect products, sheaves of rings"
16S70,Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: Extensions of associative rings by ideals
16S80,Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: Deformations of associative rings
16S85,Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: Associative rings of fractions and localizations
16S88,Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: Leavitt path algebras
16S90,Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: Torsion theories; radicals on module categories (associative algebraic aspects)
16S99,"Class: Associative rings and algebras Subclass: Associative rings and algebras arising under various constructions Subsubclass: None of the above, but in this section"
16Txx,"Class: Associative rings and algebras Subclass: Hopf algebras, quantum groups and related topics"
16T05,"Class: Associative rings and algebras Subclass: Hopf algebras, quantum groups and related topics Subsubclass: Hopf algebras and their applications"
16T10,"Class: Associative rings and algebras Subclass: Hopf algebras, quantum groups and related topics Subsubclass: Bialgebras"
16T15,"Class: Associative rings and algebras Subclass: Hopf algebras, quantum groups and related topics Subsubclass: Coalgebras and comodules; corings"
16T20,"Class: Associative rings and algebras Subclass: Hopf algebras, quantum groups and related topics Subsubclass: Ring-theoretic aspects of quantum groups"
16T25,"Class: Associative rings and algebras Subclass: Hopf algebras, quantum groups and related topics Subsubclass: Yang-Baxter equations"
16T30,"Class: Associative rings and algebras Subclass: Hopf algebras, quantum groups and related topics Subsubclass: Connections of Hopf algebras with combinatorics"
16T99,"Class: Associative rings and algebras Subclass: Hopf algebras, quantum groups and related topics Subsubclass: None of the above, but in this section"
16Uxx,Class: Associative rings and algebras Subclass: Conditions on elements
16U10,Class: Associative rings and algebras Subclass: Conditions on elements Subsubclass: Integral domains (associative rings and algebras)
16U20,"Class: Associative rings and algebras Subclass: Conditions on elements Subsubclass: Ore rings, multiplicative sets, Ore localization"
16U30,"Class: Associative rings and algebras Subclass: Conditions on elements Subsubclass: Divisibility, noncommutative UFDs"
16U40,Class: Associative rings and algebras Subclass: Conditions on elements Subsubclass: Idempotent elements (associative rings and algebras)
16U60,"Class: Associative rings and algebras Subclass: Conditions on elements Subsubclass: Units, groups of units (associative rings and algebras)"
16U70,"Class: Associative rings and algebras Subclass: Conditions on elements Subsubclass: Center, normalizer (invariant elements) (associative rings and algebras)"
16U80,Class: Associative rings and algebras Subclass: Conditions on elements Subsubclass: Generalizations of commutativity (associative rings and algebras)
16U90,Class: Associative rings and algebras Subclass: Conditions on elements Subsubclass: Generalized inverses (associative rings and algebras)
16U99,"Class: Associative rings and algebras Subclass: Conditions on elements Subsubclass: None of the above, but in this section"
16Wxx,Class: Associative rings and algebras Subclass: Associative rings and algebras with additional structure
16W10,"Class: Associative rings and algebras Subclass: Associative rings and algebras with additional structure Subsubclass: Rings with involution; Lie, Jordan and other nonassociative structures"
16W20,Class: Associative rings and algebras Subclass: Associative rings and algebras with additional structure Subsubclass: Automorphisms and endomorphisms
16W22,Class: Associative rings and algebras Subclass: Associative rings and algebras with additional structure Subsubclass: Actions of groups and semigroups; invariant theory (associative rings and algebras)
16W25,"Class: Associative rings and algebras Subclass: Associative rings and algebras with additional structure Subsubclass: Derivations, actions of Lie algebras"
16W50,Class: Associative rings and algebras Subclass: Associative rings and algebras with additional structure Subsubclass: Graded rings and modules (associative rings and algebras)
16W55,Class: Associative rings and algebras Subclass: Associative rings and algebras with additional structure Subsubclass: “Super” (or “skew”) structure
16W60,"Class: Associative rings and algebras Subclass: Associative rings and algebras with additional structure Subsubclass: Valuations, completions, formal power series and related constructions (associative rings and algebras)"
16W70,Class: Associative rings and algebras Subclass: Associative rings and algebras with additional structure Subsubclass: Filtered associative rings; filtrational and graded techniques
16W80,Class: Associative rings and algebras Subclass: Associative rings and algebras with additional structure Subsubclass: Topological and ordered rings and modules
16W99,"Class: Associative rings and algebras Subclass: Associative rings and algebras with additional structure Subsubclass: None of the above, but in this section"
16Yxx,Class: Associative rings and algebras Subclass: Generalizations
16Y20,Class: Associative rings and algebras Subclass: Generalizations Subsubclass: Hyperrings
16Y30,Class: Associative rings and algebras Subclass: Generalizations Subsubclass: Near-rings
16Y60,Class: Associative rings and algebras Subclass: Generalizations Subsubclass: Semirings
16Y80,Class: Associative rings and algebras Subclass: Generalizations Subsubclass: Γ and fuzzy structures
16Y99,"Class: Associative rings and algebras Subclass: Generalizations Subsubclass: None of the above, but in this section"
16Zxx,Class: Associative rings and algebras Subclass: Computational aspects of associative rings
16Z05,Class: Associative rings and algebras Subclass: Computational aspects of associative rings Subsubclass: Computational aspects of associative rings (general theory)
16Z10,Class: Associative rings and algebras Subclass: Computational aspects of associative rings Subsubclass: Grobner-Shirshov bases
16Z99,"Class: Associative rings and algebras Subclass: Computational aspects of associative rings Subsubclass: None of the above, but in this section"
17-XX,Class: Nonassociative rings and algebras
17-00,"Class: Nonassociative rings and algebras Subclass: General reference works (handbooks, dictionaries, bibliographies, etc.) pertaining to nonassociative rings and algebras"
17-01,"Class: Nonassociative rings and algebras Subclass: Introductory exposition (textbooks, tutorial papers, etc.) pertaining to nonassociative rings and algebras"
17-02,"Class: Nonassociative rings and algebras Subclass: Research exposition (monographs, survey articles) pertaining to nonassociative rings and algebras"
17-03,Class: Nonassociative rings and algebras Subclass: History of nonassociative rings and algebras
17-04,"Class: Nonassociative rings and algebras Subclass: Software, source code, etc. for problems pertaining to nonassociative rings and algebras"
17-06,"Class: Nonassociative rings and algebras Subclass: Proceedings, conferences, collections, etc. pertaining to nonassociative rings and algebras"
17-08,Class: Nonassociative rings and algebras Subclass: Computational methods for problems pertaining to nonassociative rings and algebras
17-11,Class: Nonassociative rings and algebras Subclass: Research data for problems pertaining to nonassociative rings and algebras
17Axx,Class: Nonassociative rings and algebras Subclass: General nonassociative rings
17A01,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: General theory of nonassociative rings and algebras
17A05,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Power-associative rings
17A15,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Noncommutative Jordan algebras
17A20,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Flexible algebras
17A30,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Nonassociative algebras satisfying other identities
17A32,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Leibniz algebras
17A35,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Nonassociative division algebras
17A36,"Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Automorphisms, derivations, other operators (nonassociative rings and algebras)"
17A40,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Ternary compositions
17A42,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Other n-ary compositions (n ≥ 3)
17A45,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Quadratic algebras (but not quadratic Jordan algebras)
17A50,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Free nonassociative algebras
17A60,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Structure theory for nonassociative algebras
17A61,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Gr¨obner-Shirshov bases in nonassociative algebras
17A65,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Radical theory (nonassociative rings and algebras)
17A70,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Superalgebras
17A75,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Composition algebras
17A80,Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: Valued algebras
17A99,"Class: Nonassociative rings and algebras Subclass: General nonassociative rings Subsubclass: None of the above, but in this section"
17Bxx,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras
17B01,"Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Identities, free Lie (super)algebras"
17B05,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Structure theory for Lie algebras and superalgebras
17B08,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Coadjoint orbits; nilpotent varieties
17B10,"Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Representations of Lie algebras and Lie superalgebras, algebraic theory (weights)"
17B15,"Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Representations of Lie algebras and Lie superalgebras, analytic theory"
17B20,"Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Simple, semisimple, reductive (super)algebras"
17B22,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Root systems
17B25,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Exceptional (super)algebras
17B30,"Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Solvable, nilpotent (super)algebras"
17B35,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Universal enveloping (super)algebras
17B37,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Quantum groups (quantized enveloping algebras) and related deformations
17B38,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Yang-Baxter equations and Rota-Baxter operators
17B40,"Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Automorphisms, derivations, other operators for Lie algebras and super algebras"
17B45,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Lie algebras of linear algebraic groups
17B50,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Modular Lie (super)algebras
17B55,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Homological methods in Lie (super)algebras
17B56,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Cohomology of Lie (super)algebras
17B60,"Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Lie (super)algebras associated with other structures (associative, Jordan, etc.)"
17B61,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Hom-Lie and related algebras
17B62,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Lie bialgebras; Lie coalgebras
17B63,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Poisson algebras
17B65,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Infinite-dimensional Lie (super)algebras
17B66,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Lie algebras of vector fields and related (super) algebras
17B67,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Kac-Moody (super)algebras; extended affine Lie algebras; toroidal Lie algebras
17B68,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Virasoro and related algebras
17B69,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Vertex operators; vertex operator algebras and related structures
17B70,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Graded Lie (super)algebras
17B75,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Color Lie (super)algebras
17B80,Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Applications of Lie algebras and superalgebras to integrable systems
17B81,"Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: Applications of Lie (super)algebras to physics, etc."
17B99,"Class: Nonassociative rings and algebras Subclass: Lie algebras and Lie superalgebras Subsubclass: None of the above, but in this section"
17Cxx,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs)"
17C05,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: Identities and free Jordan structures"
17C10,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: Structure theory for Jordan algebras"
17C17,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: Radicals in Jordan algebras"
17C20,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: Simple, semisimple Jordan algebras"
17C27,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: Idempotents, Peirce decompositions"
17C30,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: Associated groups, automorphisms of Jordan algebras"
17C36,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: Associated manifolds of Jordan algebras"
17C37,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: Associated geometries of Jordan algebras"
17C40,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: Exceptional Jordan structures"
17C50,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: Jordan structures associated with other structures"
17C55,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: Finite-dimensional structures of Jordan algebras"
17C60,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: Division algebras and Jordan algebras"
17C65,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: Jordan structures on Banach spaces and algebras"
17C70,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: Super structures"
17C90,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: Applications of Jordan algebras to physics, etc."
17C99,"Class: Nonassociative rings and algebras Subclass: Jordan algebras (algebras, triples and pairs) Subsubclass: None of the above, but in this section"
17Dxx,Class: Nonassociative rings and algebras Subclass: Other nonassociative rings and algebras
17D05,Class: Nonassociative rings and algebras Subclass: Other nonassociative rings and algebras Subsubclass: Alternative rings
17D10,Class: Nonassociative rings and algebras Subclass: Other nonassociative rings and algebras Subsubclass: Maltsev rings and algebras
17D15,Class: Nonassociative rings and algebras Subclass: Other nonassociative rings and algebras Subsubclass: Right alternative rings
17D20,"Class: Nonassociative rings and algebras Subclass: Other nonassociative rings and algebras Subsubclass: (γ, δ) rings, including (1, −1) rings"
17D25,Class: Nonassociative rings and algebras Subclass: Other nonassociative rings and algebras Subsubclass: Lie-admissible algebras
17D30,Class: Nonassociative rings and algebras Subclass: Other nonassociative rings and algebras Subsubclass: (non-Lie) Hom algebras and topics
17D92,Class: Nonassociative rings and algebras Subclass: Other nonassociative rings and algebras Subsubclass: Genetic algebras
17D99,"Class: Nonassociative rings and algebras Subclass: Other nonassociative rings and algebras Subsubclass: None of the above, but in this section"
18-XX,Class: Category theory; homological algebra
18-00,"Class: Category theory; homological algebra Subclass: General reference works (handbooks, dictionaries, bibliographies, etc.) pertaining to category theory"
18-01,"Class: Category theory; homological algebra Subclass: Introductory exposition (textbooks, tutorial papers, etc.) pertaining to category theory"
18-02,"Class: Category theory; homological algebra Subclass: Research exposition (monographs, survey articles) pertaining to category theory"
18-03,Class: Category theory; homological algebra Subclass: History of category theory
18-04,"Class: Category theory; homological algebra Subclass: Software, source code, etc. for problems pertaining to category theory"
18-06,"Class: Category theory; homological algebra Subclass: Proceedings, conferences, collections, etc. pertaining to category theory"
18-08,Class: Category theory; homological algebra Subclass: Computational methods for problems pertaining to category theory
18-11,Class: Category theory; homological algebra Subclass: Research data for problems pertaining to category theory
18Axx,Class: Category theory; homological algebra Subclass: General theory of categories and functors
18A05,Class: Category theory; homological algebra Subclass: General theory of categories and functors Subsubclass: Definitions and generalizations in theory of categories
18A10,"Class: Category theory; homological algebra Subclass: General theory of categories and functors Subsubclass: Graphs, diagram schemes, precategories"
18A15,"Class: Category theory; homological algebra Subclass: General theory of categories and functors Subsubclass: Foundations, relations to logic and deductive systems"
18A20,"Class: Category theory; homological algebra Subclass: General theory of categories and functors Subsubclass: Epimorphisms, monomorphisms, special classes of morphisms, null morphisms"
18A22,"Class: Category theory; homological algebra Subclass: General theory of categories and functors Subsubclass: Special properties of functors (faithful, full, etc.)"
18A23,"Class: Category theory; homological algebra Subclass: General theory of categories and functors Subsubclass: Natural morphisms, dinatural morphisms"
18A25,"Class: Category theory; homological algebra Subclass: General theory of categories and functors Subsubclass: Functor categories, comma categories"
18A30,"Class: Category theory; homological algebra Subclass: General theory of categories and functors Subsubclass: Limits and colimits (products, sums, directed limits, pushouts, fiber products, equalizers, kernels, ends and coends, etc.)"
18A32,"Class: Category theory; homological algebra Subclass: General theory of categories and functors Subsubclass: Factorization systems, substructures, quotient structures, congruences, amalgams"
18A35,"Class: Category theory; homological algebra Subclass: General theory of categories and functors Subsubclass: Categories admitting limits (complete categories), functors preserving limits, completions"
18A40,"Class: Category theory; homological algebra Subclass: General theory of categories and functors Subsubclass: Adjoint functors (universal constructions, reflective subcategories, Kan extensions, etc.)"
18A50,Class: Category theory; homological algebra Subclass: General theory of categories and functors Subsubclass: Graded categories (general)
18A99,"Class: Category theory; homological algebra Subclass: General theory of categories and functors Subsubclass: None of the above, but in this section"
18Bxx,Class: Category theory; homological algebra Subclass: Special categories
18B05,"Class: Category theory; homological algebra Subclass: Special categories Subsubclass: Categories of sets, characterizations"
18B10,"Class: Category theory; homological algebra Subclass: Special categories Subsubclass: Categories of spans/cospans, relations, or partial maps"
18B15,"Class: Category theory; homological algebra Subclass: Special categories Subsubclass: Embedding theorems, universal categories"
18B20,"Class: Category theory; homological algebra Subclass: Special categories Subsubclass: Categories of machines, automata"
18B25,Class: Category theory; homological algebra Subclass: Special categories Subsubclass: Topoi
18B35,"Class: Category theory; homological algebra Subclass: Special categories Subsubclass: Preorders, orders, domains and lattices (viewed as categories)"
18B40,"Class: Category theory; homological algebra Subclass: Special categories Subsubclass: Groupoids, semigroupoids, semigroups, groups (viewed as categories)"
18B50,"Class: Category theory; homological algebra Subclass: Special categories Subsubclass: Extensive, distributive, and adhesive categories"
18B99,"Class: Category theory; homological algebra Subclass: Special categories Subsubclass: None of the above, but in this section"
18Cxx,Class: Category theory; homological algebra Subclass: Categories and theories
18C05,Class: Category theory; homological algebra Subclass: Categories and theories Subsubclass: Equational categories
18C10,"Class: Category theory; homological algebra Subclass: Categories and theories Subsubclass: Theories (e.g., algebraic theories), structure, and semantics"
18C15,"Class: Category theory; homological algebra Subclass: Categories and theories Subsubclass: Monads (= standard construction, triple or triad), algebras for monads, homology and derived functors for monads"
18C20,Class: Category theory; homological algebra Subclass: Categories and theories Subsubclass: Eilenberg-Moore and Kleisli constructions for monads
18C30,Class: Category theory; homological algebra Subclass: Categories and theories Subsubclass: Sketches and generalizations
18C35,Class: Category theory; homological algebra Subclass: Categories and theories Subsubclass: Accessible and locally presentable categories
18C40,"Class: Category theory; homological algebra Subclass: Categories and theories Subsubclass: Structured objects in a category (group objects, etc.)"
18C50,Class: Category theory; homological algebra Subclass: Categories and theories Subsubclass: Categorical semantics of formal languages
18C99,"Class: Category theory; homological algebra Subclass: Categories and theories Subsubclass: None of the above, but in this section"
18Dxx,Class: Category theory; homological algebra Subclass: Categorical structures
18D15,"Class: Category theory; homological algebra Subclass: Categorical structures Subsubclass: Closed categories (closed monoidal and Cartesian closed categories, etc.)"
18D20,Class: Category theory; homological algebra Subclass: Categorical structures Subsubclass: Enriched categories (over closed or monoidal categories)
18D25,"Class: Category theory; homological algebra Subclass: Categorical structures Subsubclass: Actions of a monoidal category, tensorial strength"
18D30,Class: Category theory; homological algebra Subclass: Categorical structures Subsubclass: Fibered categories
18D40,Class: Category theory; homological algebra Subclass: Categorical structures Subsubclass: Internal categories and groupoids
18D60,"Class: Category theory; homological algebra Subclass: Categorical structures Subsubclass: Profunctors (= correspondences, distributors, modules)"
18D65,"Class: Category theory; homological algebra Subclass: Categorical structures Subsubclass: Proarrow equipments, Yoneda structures, KZ doctrines (lax idempotent monads)"
18D70,Class: Category theory; homological algebra Subclass: Categorical structures Subsubclass: Formal category theory
18D99,"Class: Category theory; homological algebra Subclass: Categorical structures Subsubclass: None of the above, but in this section"
18Exx,Class: Category theory; homological algebra Subclass: Categorical algebra
18E05,"Class: Category theory; homological algebra Subclass: Categorical algebra Subsubclass: Preadditive, additive categories"
18E08,"Class: Category theory; homological algebra Subclass: Categorical algebra Subsubclass: Regular categories, Barr-exact categories"
18E10,"Class: Category theory; homological algebra Subclass: Categorical algebra Subsubclass: Abelian categories, Grothendieck categories"
18E13,"Class: Category theory; homological algebra Subclass: Categorical algebra Subsubclass: Protomodular categories, semi-abelian categories, Maltsev categories"
18E20,Class: Category theory; homological algebra Subclass: Categorical algebra Subsubclass: Categorical embedding theorems
18E35,"Class: Category theory; homological algebra Subclass: Categorical algebra Subsubclass: Localization of categories, calculus of fractions"
18E40,"Class: Category theory; homological algebra Subclass: Categorical algebra Subsubclass: Torsion theories, radicals"
18E45,Class: Category theory; homological algebra Subclass: Categorical algebra Subsubclass: Definable subcategories and connections with model theory
18E50,Class: Category theory; homological algebra Subclass: Categorical algebra Subsubclass: Categorical Galois theory
18E99,"Class: Category theory; homological algebra Subclass: Categorical algebra Subsubclass: None of the above, but in this section"
18Fxx,Class: Category theory; homological algebra Subclass: Categories in geometry and topology
18F05,Class: Category theory; homological algebra Subclass: Categories in geometry and topology Subsubclass: Local categories and functors
18F10,Class: Category theory; homological algebra Subclass: Categories in geometry and topology Subsubclass: Grothendieck topologies and Grothendieck topoi
18F15,Class: Category theory; homological algebra Subclass: Categories in geometry and topology Subsubclass: Abstract manifolds and fiber bundles (category-theoretic aspects)
18F20,"Class: Category theory; homological algebra Subclass: Categories in geometry and topology Subsubclass: Presheaves and sheaves, stacks, descent conditions (category-theoretic aspects)"
18F25,Class: Category theory; homological algebra Subclass: Categories in geometry and topology Subsubclass: Algebraic K-theory and L-theory (category-theoretic aspects)
18F30,Class: Category theory; homological algebra Subclass: Categories in geometry and topology Subsubclass: Grothendieck groups (category-theoretic aspects)
18F40,"Class: Category theory; homological algebra Subclass: Categories in geometry and topology Subsubclass: Synthetic differential geometry, tangent categories, differential categories"
18F50,Class: Category theory; homological algebra Subclass: Categories in geometry and topology Subsubclass: Goodwillie calculus and functor calculus
18F60,Class: Category theory; homological algebra Subclass: Categories in geometry and topology Subsubclass: Categories of topological spaces and continuous mappings
18F70,"Class: Category theory; homological algebra Subclass: Categories in geometry and topology Subsubclass: Frames and locales, pointfree topology, Stone duality"
18F75,Class: Category theory; homological algebra Subclass: Categories in geometry and topology Subsubclass: Quantales
18F99,"Class: Category theory; homological algebra Subclass: Categories in geometry and topology Subsubclass: None of the above, but in this section"
18Gxx,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors"
18G05,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: Projectives and injectives (category-theoretic aspects)"
18G10,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: Resolutions; derived functors (category-theoretic aspects)"
18G15,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: Ext and Tor, generalizations, K¨unneth formula (category-theoretic aspects)"
18G20,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: Homological dimension (category-theoretic aspects)"
18G25,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: Relative homological algebra, projective classes (category-theoretic aspects)"
18G31,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: Simplicial modules and Dold-Kan correspondence"
18G35,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: Chain complexes (category-theoretic aspects), dg categories"
18G40,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: Spectral sequences, hypercohomology"
18G45,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: 2-groups, crossed modules, crossed complexes"
18G50,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: Nonabelian homological algebra (category-theoretic aspects)"
18G65,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: Stable module categories"
18G70,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: A∞-categories, relations with homological mirror symmetry"
18G80,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: Derived categories, triangulated categories"
18G85,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: Graph complexes and graph homology"
18G90,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: Other (co)homology theories (category-theoretic aspects)"
18G99,"Class: Category theory; homological algebra Subclass: Homological algebra in category theory, derived categories and functors Subsubclass: None of the above, but in this section"
18Mxx,Class: Category theory; homological algebra Subclass: Monoidal categories and operads
18M05,"Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Monoidal categories, symmetric monoidal categories"
18M10,"Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Traced monoidal categories, compact closed categories, star-autonomous categories"
18M15,Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Braided monoidal categories and ribbon categories
18M20,"Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Fusion categories, modular tensor categories, modular functors"
18M25,Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Tannakian categories
18M30,Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: String diagrams and graphical calculi
18M35,"Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Categories of networks and processes, compositionality"
18M40,"Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Dagger categories, categorical quantum mechanics"
18M45,Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Categorical aspects of linear logic
18M50,"Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Bimonoidal, skew-monoidal, duoidal categories"
18M60,Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Operads (general)
